GKODE,GKODN
2587255.578,1209749.268
2575994.522,1214155.296
2627415.299,1190932.273
2632659.256,1168491.865
2645397.597,1178476.182
2622755.083,1209356.593
2636269.799,1164670.504
2594280.047,1210598.83
2597748.893,1196977.016
2601505.081,1200496.43
2599460.606,1197422.132
2656983.508,1175761.102
2610955.768,1152703.485
2614791.009,1197760.099
2599964.995,1202985.383
2606374.963,1193058.466
2600526.679,1198784.764
2601300.125,1205615.388
2598177.964,1197424.055
2623887.381,1201368.476
2604093.365,1199706.048
2622177.377,1167784.452
2635063.252,1186196.727
2587754.675,1195052.738
2628187.151,1214588.604
2627626.692,1172245.793
2576105.25,1218296.059
2614090.858,1175362.13
2584429.308,1231711.986
2645208.307,1178510.34
2632060.0,1170317.0
2607855.252,1194076.88
2626267.05,1227489.377
2609229.75,1200336.053
2602634.156,1198817.094
2581986.689,1229759.671
2612181.541,1179304.903
2606856.199,1178220.404
2614829.0,1180634.0
2613040.612,1232878.092
2589583.362,1216908.566
2592845.168,1188294.799
2626655.005,1222438.15
2603038.0,1197982.0
2657562.306,1174311.871
2604488.49,1210664.059
2608141.375,1210681.65
2589993.746,1219974.965
2606269.273,1215093.169
2632641.449,1175316.706
2612582.092,1216770.161
2617101.897,1222608.75
2643129.28,1164416.075
2570811.676,1207347.658
2630658.073,1170899.583
2583079.036,1221256.371
2625089.048,1233192.406
2613045.084,1219544.148
2585820.054,1220021.359
2619319.207,1206335.086
2592799.216,1223313.539
2613659.432,1211682.768
2600710.522,1207290.949
2646588.275,1177934.298
2649742.057,1176748.617
2616735.011,1158822.543
2586786.802,1225616.223
2585931.412,1218394.239
2599040.405,1200187.509
2603598.193,1200192.505
2617603.512,1221342.064
2620862.861,1226405.864
2571296.228,1204178.837
2618629.736,1171147.915
2615132.171,1202521.618
2594416.387,1185470.294
2620331.712,1169982.084
2604094.811,1190763.175
2587117.53,1231846.635
2629780.856,1231462.445
2646668.232,1163487.198
2605064.375,1190565.807
2645184.944,1164239.492
2620999.197,1174113.231
2602487.922,1195596.428
2599333.703,1198837.259
2594513.493,1213025.938
2655621.982,1176517.82
2589609.944,1212932.093
2625714.86,1171057.32
2600941.458,1199080.178
2627166.241,1199032.092
2610734.528,1214588.105
2611473.452,1215300.412
2599335.743,1147588.467
2584451.626,1198869.111
2623147.908,1214225.658
2626599.854,1171341.609
2613230.6,1176139.226
2595164.374,1235999.537
2597370.555,1204977.09
2586230.786,1221251.718
2600397.162,1197719.546
2632548.349,1167930.251
2587612.463,1219142.904
2607825.849,1186143.473
2631354.015,1214144.124
2594586.409,1236714.918
2613119.442,1232895.144
2599232.315,1223971.761
2595684.428,1198691.235
2621640.581,1199076.27
2620017.188,1190212.909
2587412.022,1232387.636
2600020.449,1206821.627
2611261.18,1175405.818
2594356.299,1212907.8
2618295.702,1150008.775
2620637.288,1224905.132
2621854.512,1196668.978
2600028.049,1185567.72
2586264.063,1200532.344
2648871.81,1176377.855
2625332.357,1198329.015
2634749.811,1172381.126
2603504.968,1199780.981
2587831.604,1137743.237
2620790.098,1174922.03
2622615.934,1204987.378
2587122.713,1151730.067
2616084.264,1172290.303
2615471.806,1194947.805
2586702.929,1147676.323
2636621.456,1162043.98
2610347.017,1180626.057
2598146.063,1202427.593
2625560.461,1227909.29
2610481.505,1188957.483
2589474.495,1193576.419
2617284.312,1234244.578
2619590.749,1165185.834
2622283.75,1167775.0
2614104.535,1190900.363
2592754.35,1217283.012
2608137.715,1219483.273
2604242.279,1189491.286
2606057.191,1182369.428
2595458.591,1163451.56
2602169.473,1198222.299
2589187.82,1218473.842
2598942.664,1149214.74
2624647.169,1203676.479
2619519.217,1196999.726
2628446.446,1231959.519
2611642.147,1214082.118
2600497.084,1145949.898
2613923.552,1192582.401
2590667.134,1183766.527
2605084.578,1193269.117
2631054.846,1170903.155
2591239.73,1218517.706
2589189.054,1145991.932
2610024.233,1179994.177
2581808.055,1213841.4
2576060.518,1215915.667
2629291.133,1220669.84
2619074.506,1225692.283
2615856.809,1159653.509
2611993.243,1180492.574
2637945.924,1169867.11
2615975.029,1195419.993
2600377.554,1178998.279
2616180.746,1177127.26
2585638.106,1221564.306
2615202.776,1173598.946
2590843.395,1218037.842
2596592.447,1198165.056
2621980.324,1159918.703
2611528.957,1168179.742
2617718.602,1222455.987
2625458.212,1231276.602
2586368.498,1209813.293
2605312.648,1194020.696
2596246.946,1199718.103
2604654.749,1208200.701
2598718.657,1211450.272
2633169.574,1171987.241
2619705.357,1163945.954
2613818.842,1175782.109
2596205.273,1198997.865
2586376.202,1209707.876
2598880.635,1198439.539
2600570.238,1205883.527
2601752.571,1198363.451
2632722.598,1168041.413
2566669.219,1222697.253
2624719.09,1202739.081
2594682.486,1194786.426
2620665.841,1226034.403
2643579.556,1164604.381
2619420.551,1166491.707
2626493.0,1229331.0
2626671.692,1195556.993
2614538.735,1180440.522
2624799.149,1232285.581
2588762.929,1226526.285
2606258.463,1201140.326
2644959.088,1164281.212
2585446.372,1140306.197
2627614.687,1191181.095
2627146.15,1189143.022
2625900.999,1187462.37
2606376.945,1214613.529
2561129.449,1219643.456
2617734.517,1175488.801
2647176.491,1178099.573
2660879.033,1177806.216
2589846.08,1217809.534
2611098.663,1150494.311
2602021.792,1199471.824
2571156.451,1207235.33
2616954.202,1156864.486
2615677.064,1187403.042
2570919.427,1224736.223
2626848.48,1231051.482
2590865.067,1208660.682
2602650.648,1196239.76
2628360.548,1167940.259
2615030.727,1218885.234
2602064.625,1190158.181
2620807.068,1205274.02
2601633.88,1197875.162
2622388.727,1167764.125
2610808.119,1188856.171
2625505.269,1214125.206
2574151.494,1212915.853
2586885.592,1222460.716
2575076.702,1209077.517
2595132.03,1225974.425
2580363.826,1227548.807
2610623.644,1152868.267
2612426.923,1220198.978
2617596.992,1175585.17
2613741.283,1173560.929
2623387.952,1208744.543
2603766.821,1206397.335
2574632.413,1205735.173
2586494.989,1219686.773
2618631.513,1170059.779
2592110.179,1216988.976
2590562.394,1221087.817
2631863.307,1170540.17
2610620.566,1188305.814
2604394.235,1181026.558
2660004.66,1174752.039
2616674.174,1234766.03
2598247.626,1192148.246
2609297.358,1208818.581
2590739.446,1184039.039
2570030.021,1208274.993
2601727.99,1200344.379
2591789.144,1178435.934
2617165.313,1175617.731
2591762.059,1216651.633
2620022.435,1236466.493
2590472.199,1220698.332
2665437.91,1174578.538
2596815.578,1187633.132
2610373.019,1215592.357
2585561.263,1226989.464
2584550.988,1219502.465
2593873.026,1195378.769
2630797.82,1180893.35
2600066.196,1202906.829
2588723.793,1226497.435
2671870.822,1177056.085
2616724.426,1236016.793
2612410.461,1204343.872
2631748.647,1170761.521
2602520.519,1184194.623
2620748.497,1164578.207
2629243.557,1225184.551
2613800.884,1179067.432
2574875.999,1230632.455
2628336.743,1216139.427
2584465.936,1212602.185
2614335.929,1212520.532
2606994.249,1221851.517
2619466.387,1186031.694
2602947.353,1204264.413
2605251.949,1184815.658
2591353.979,1180512.207
2569908.56,1208188.141
2632179.268,1217240.124
2635091.21,1184430.032
2602380.52,1196213.116
2610911.023,1185404.003
2595579.983,1201851.12
2632382.175,1170375.307
2593198.291,1223185.032
2595866.203,1192246.993
2617703.805,1175345.521
2615751.486,1177562.494
2616507.633,1231925.272
2617776.17,1148601.974
2617362.915,1169993.169
2604866.247,1187240.102
2622175.156,1197421.046
2616341.063,1171168.855
2604370.522,1207371.789
2644764.234,1163096.948
2587380.088,1210542.366
2610015.486,1177923.482
2610611.872,1214937.288
2613666.828,1200598.467
2660976.274,1173200.832
2618876.736,1231675.65
2604035.035,1202545.647
2621379.714,1229889.808
2588530.536,1221612.877
2620168.719,1167472.222
2619668.483,1170473.93
2606228.76,1215272.156
2604687.124,1197825.914
2583858.117,1231667.743
2573925.397,1230406.8
2609383.51,1191728.68
2602511.57,1192389.442
2607295.958,1219889.993
2610653.546,1215543.04
2625902.606,1217639.743
2632172.501,1168130.067
2593773.242,1218105.573
2610942.568,1182219.74
2615548.0,1177318.0
2613833.451,1190930.678
2610403.279,1180175.442
2616079.301,1207632.528
2614384.502,1201641.639
2607159.877,1200884.697
2594359.703,1236515.605
2628336.003,1232939.624
2589356.538,1207440.522
2616645.386,1207648.554
2603562.555,1199569.814
2589755.138,1217725.834
2614623.49,1187949.435
2598939.952,1197326.198
2613835.404,1211066.852
2628308.477,1193074.322
2607751.95,1210496.479
2618607.774,1150247.235
2584672.898,1220988.314
2624035.72,1176176.5
2610544.879,1215042.491
2608961.672,1221914.642
2609746.957,1196987.837
2659554.538,1178826.48
2615313.076,1180327.938
2593693.111,1232588.519
2611165.701,1172751.184
2657953.659,1177978.824
2647660.589,1176690.1
2620214.623,1226264.128
2597256.256,1199723.522
2586856.698,1209729.271
2616840.831,1233924.598
2624105.564,1188853.31
2600637.851,1207604.159
2598567.78,1166521.015
2612668.138,1176763.126
2574240.611,1210441.057
2617744.881,1208119.23
2609193.413,1148598.963
2588414.098,1219383.84
2614141.086,1180281.118
2583999.537,1195832.45
2601026.784,1204798.322
2572275.58,1225590.02
2598053.506,1199046.317
2608604.568,1190800.393
2626805.979,1215382.843
2615621.993,1177154.807
2604999.841,1210127.688
2603698.222,1167663.086
2614149.156,1187073.995
2591745.228,1194408.368
2653124.969,1171607.125
2619931.109,1228821.531
2589472.888,1213955.501
2594978.435,1181062.833
2630448.84,1196920.894
2585015.481,1222137.415
2615270.637,1178595.529
2591995.081,1199116.07
2631544.531,1225338.049
2592707.16,1218457.737
2620382.582,1226123.714
2586430.3,1220597.551
2588302.771,1146963.589
2626414.072,1171249.165
2613367.373,1221706.54
2613630.158,1198920.66
2574104.476,1210330.722
2618456.419,1170455.498
2587345.12,1222860.523
2574185.266,1210230.446
2587815.826,1141236.485
2603321.127,1200746.929
2602103.83,1143618.271
2595171.851,1157557.788
2595018.059,1236152.062
2626488.506,1198727.816
2594404.384,1194680.526
2618928.935,1205931.877
2590917.031,1210865.136
2615661.712,1207244.275
2614015.513,1211029.306
2604567.165,1202643.147
2621418.05,1173110.351
2596063.823,1192682.227
2571824.76,1218146.965
2566870.054,1222811.182
2618291.418,1175612.012
2657697.108,1174950.586
2620483.021,1205208.376
2622613.54,1184160.195
2620388.511,1226245.61
2629217.785,1231725.593
2630389.069,1191822.556
2646665.61,1175580.371
2604686.534,1193327.723
2613952.844,1176228.946
2600200.136,1203652.857
2617657.896,1221240.643
2595853.376,1154047.212
2614500.876,1192973.541
2620668.909,1179495.404
2605291.818,1194003.257
2591366.941,1185970.699
2605215.711,1192188.147
2654351.924,1178501.298
2609704.004,1163749.633
2588233.043,1231527.935
2625561.787,1166977.736
2609908.558,1163628.617
2604785.409,1207090.523
2619375.216,1169350.134
2596578.286,1192623.339
2604713.398,1201579.407
2606102.675,1195955.223
2621050.139,1229284.486
2614524.992,1181884.941
2612798.322,1183344.173
2587965.631,1146166.282
2564422.446,1219544.858
2595589.953,1236740.543
2599969.614,1207751.688
2610229.149,1180307.975
2605324.603,1198120.305
2590962.633,1147264.243
2647629.733,1165250.583
2609387.941,1175121.659
2646355.594,1164465.007
2591304.986,1222584.176
2583349.019,1201088.422
2599168.84,1202584.934
2628606.305,1232836.799
2626005.335,1199281.312
2603517.581,1197695.53
2596546.265,1184101.26
2595097.729,1160248.982
2593551.794,1196121.372
2585652.794,1218436.68
2601569.723,1145078.984
2626083.978,1230299.217
2619532.084,1170370.93
2586211.078,1198650.787
2609848.905,1145250.467
2619022.0,1235449.0
2618295.556,1205318.453
2620231.574,1165725.266
2636638.989,1161778.965
2594084.89,1196192.626
2609409.557,1194517.377
2624993.105,1224458.688
2630450.235,1218642.652
2600191.545,1203347.95
2594172.776,1196221.559
2619342.56,1206540.157
2626565.269,1210555.027
2613468.869,1221645.891
2619251.216,1205002.771
2588702.884,1223402.791
2601294.334,1205289.457
2586359.146,1209627.297
2621955.0,1196857.0
2658037.698,1176832.515
2614183.266,1180168.092
2593770.743,1202313.219
2624597.633,1231644.96
2613697.0,1180475.0
2598142.99,1196666.227
2604817.462,1208396.124
2596152.941,1180353.329
2599957.758,1203280.767
2594856.153,1225093.073
2612876.943,1211862.463
2599591.992,1197544.827
2596111.92,1158971.389
2599129.161,1200696.975
2633932.561,1171598.347
2616119.719,1233283.931
2614085.996,1177637.224
2637845.934,1158774.399
2614169.116,1174259.941
2622754.435,1202566.247
2566849.675,1222524.107
2642779.539,1163900.443
2614002.571,1157663.649
2617638.797,1227405.506
2558764.034,1221196.655
2609389.374,1149019.164
2600826.489,1181204.551
2585906.676,1221162.252
2595996.428,1192653.615
2609090.966,1215853.105
2596111.593,1194171.48
2626088.768,1228833.944
2574753.444,1209741.52
2593916.234,1195100.901
2605540.551,1208096.639
2640230.315,1172490.303
2612102.784,1198151.167
2609974.948,1178585.993
2575424.132,1209035.92
2606998.24,1220321.647
2628783.572,1234491.625
2608536.941,1190298.544
2623210.752,1229225.62
2563945.554,1221137.9
2574397.908,1230195.037
2615336.397,1212866.589
2589452.292,1213292.635
2616638.193,1195592.903
2621874.398,1179920.49
2621703.038,1225074.46
2613866.0,1210878.0
2580296.898,1207873.859
2600552.995,1198530.904
2561456.347,1221864.946
2597563.6,1196664.042
2632345.763,1196146.913
2599425.245,1197536.191
2592323.128,1200360.219
2591885.983,1147728.15
2619416.49,1225408.618
2604247.86,1208581.418
2593607.287,1198384.503
2621564.699,1234283.958
2615803.364,1231779.808
2614670.085,1196273.802
2626375.792,1226347.019
2603124.469,1197511.689
2609028.012,1222540.046
2587636.255,1209440.925
2657248.985,1174487.683
2624738.317,1199886.24
2622304.587,1172629.214
2601397.28,1206737.258
2598942.595,1238432.965
2607590.544,1197859.937
2584411.029,1207821.988
2624444.722,1171060.464
2614728.061,1179195.36
2644536.944,1162931.564
2595468.556,1196057.978
2613762.879,1192489.544
2598364.239,1160662.161
2597076.427,1161005.259
2627327.729,1209879.098
2581603.99,1212420.609
2632117.061,1167899.33
2630761.957,1170345.842
2627589.889,1196451.073
2617345.829,1207153.784
2585458.188,1220771.278
2613837.236,1178789.405
2658691.96,1176836.559
2627453.543,1223931.838
2626637.397,1229661.963
2619902.329,1221010.931
2614670.057,1180471.601
2589909.394,1219846.275
2609486.606,1190962.253
2599719.117,1199349.81
2607041.915,1177255.319
2596549.53,1164238.587
2604896.619,1182418.973
2604920.306,1187035.506
2595864.842,1198371.363
2629676.951,1228496.187
2602906.96,1206955.605
2623126.375,1180902.362
2617469.007,1169680.891
2595201.173,1157807.899
2612630.322,1198065.372
2615323.461,1180696.557
2615222.423,1192978.856
2618037.239,1149174.105
2577295.579,1218546.059
2622909.741,1231185.814
2573952.774,1212732.339
2626712.15,1198724.795
2628981.104,1232281.455
2586763.399,1221999.963
2614318.517,1177240.565
2627797.02,1191864.719
2599435.253,1224164.485
2586183.523,1221727.128
2614456.187,1158213.404
2601227.099,1204393.632
2626626.893,1221680.469
2634621.789,1170569.03
2596898.039,1198771.037
2564304.331,1220975.64
2584462.88,1217916.483
2604171.202,1179422.056
2589508.543,1220874.709
2615612.09,1190723.612
2626486.587,1198685.66
2618951.448,1168551.126
2624772.951,1222095.535
2607112.558,1200828.523
2600908.943,1199696.855
2627459.841,1172083.227
2614448.693,1209238.477
2585679.814,1219718.3
2618867.96,1177657.157
2587286.469,1143486.641
2623196.235,1214251.992
2599922.259,1208117.882
2599956.616,1199210.423
2590721.501,1218005.122
2603708.147,1157649.434
2587514.537,1221743.63
2605450.677,1198559.888
2625498.952,1224742.55
2628734.39,1233818.346
2617713.239,1227349.466
2589932.327,1215048.336
2626887.865,1214002.577
2601453.138,1200415.758
2614047.108,1174737.72
2613787.853,1205481.89
2631283.887,1170671.45
2607822.245,1180484.611
2647058.272,1178688.343
2614751.321,1219472.335
2594928.584,1221022.435
2601337.061,1208002.584
2621587.175,1164638.254
2587439.394,1210647.202
2624707.424,1231752.354
2604558.78,1211095.243
2610806.058,1166234.965
2619535.106,1222518.335
2609275.621,1219559.354
2591001.295,1139445.876
2591256.677,1222158.478
2619324.632,1182801.07
2621926.154,1172940.928
2587017.452,1226013.535
2607871.718,1220258.678
2614912.773,1159632.408
2604878.747,1203278.105
2584795.576,1148431.212
2621389.847,1204810.277
2621848.217,1160843.618
2631094.123,1226075.302
2607094.092,1184021.446
2597611.09,1213262.726
2629996.582,1220221.82
2610801.131,1213044.95
2598038.864,1199306.599
2567565.378,1226497.878
2624686.651,1199425.096
2612735.943,1180063.262
2609292.448,1215955.36
2610638.756,1153305.152
2615993.186,1231038.296
2625548.259,1204930.738
2622926.524,1204375.285
2589910.785,1219596.572
2603947.559,1198336.577
2617327.896,1170148.131
2599578.789,1209679.626
2595998.481,1151796.462
2570016.922,1208237.112
2593754.293,1195132.855
2601915.937,1199570.039
2619631.05,1225758.311
2621007.453,1198835.884
2613675.799,1211891.901
2601198.891,1204365.686
2617640.238,1153655.619
2613947.975,1210933.484
2619861.056,1206189.197
2629127.156,1214860.192
2588278.603,1210368.733
2600056.136,1197606.875
2574831.885,1230061.155
2588207.751,1147237.061
2597401.106,1236789.549
2631070.06,1197175.797
2610163.507,1197387.816
2598682.426,1236026.878
2574808.833,1206460.528
2588191.859,1222159.069
2608019.841,1180764.282
2617493.649,1169902.611
2625890.896,1231628.373
2609035.758,1191456.49
2614633.144,1159510.814
2622808.556,1229539.352
2624017.419,1212580.041
2631733.419,1217880.228
2602826.76,1171811.901
2572121.987,1210868.328
2657964.611,1175219.904
2626645.309,1223846.817
2598195.603,1196828.782
2577865.259,1208218.274
2601781.582,1224755.988
2639969.722,1173051.425
2610763.937,1179740.232
2594741.618,1215182.694
2619640.941,1226679.526
2586463.841,1216854.634
2605548.102,1216207.037
2597989.088,1199121.725
2586573.048,1220522.37
2626663.971,1228908.903
2626319.158,1227862.304
2631817.404,1169930.109
2608693.162,1190624.842
2657641.212,1175286.326
2591245.875,1183307.195
2614087.304,1187658.475
2585764.666,1195216.716
2621281.841,1203825.15
2601641.593,1167758.518
2627024.493,1225484.085
2623817.184,1208554.987
2620411.529,1226935.458
2613384.336,1178220.66
2592530.158,1213027.099
2617084.417,1179014.811
2584509.956,1208005.771
2599956.232,1202887.214
2583643.041,1226637.6
2593169.131,1185357.458
2631181.701,1217795.177
2629201.246,1220650.27
2658975.675,1173569.95
2615239.391,1178420.269
2601543.529,1203777.274
2619579.481,1221843.75
2619884.716,1167004.048
2596117.206,1198551.906
2589820.285,1178540.26
2569985.607,1208284.885
2631740.079,1214992.477
2608578.231,1166551.6
2597285.338,1195696.943
2632607.887,1169954.776
2617633.969,1176000.804
2592281.999,1224650.946
2601344.376,1198985.925
2626010.129,1229945.164
2618109.794,1186850.82
2667200.411,1174799.089
2584789.064,1195259.978
2614908.282,1158703.213
2609749.95,1173849.151
2629757.327,1214345.326
2606316.758,1215097.895
2580391.75,1232559.75
2614766.743,1158883.033
2597105.368,1179792.225
2588965.363,1150753.001
2659266.851,1175943.512
2621163.335,1160669.046
2629448.368,1231674.146
2602596.744,1210981.069
2612175.962,1180664.667
2619663.583,1236735.388
2610370.0,1180340.0
2603504.129,1201100.259
2633630.684,1175475.569
2636068.719,1172880.919
2597140.174,1209360.082
2610440.364,1189101.783
2601917.367,1199311.831
2589282.451,1219385.844
2593558.639,1223320.242
2637370.425,1161315.666
2603441.687,1200741.608
2607610.216,1210532.867
2582544.47,1232865.426
2598173.796,1205697.287
2587024.5,1140730.548
2613661.932,1212824.488
2595630.105,1192552.96
2622999.449,1227889.082
2604976.02,1200799.365
2603800.565,1203017.784
2617382.644,1175891.115
2600360.389,1146079.245
2625302.324,1228734.71
2590306.089,1205111.31
2585533.646,1220373.464
2625319.293,1220434.715
2586387.622,1220123.209
2588334.107,1146313.977
2587052.598,1221097.715
2596162.836,1154500.094
2617538.482,1176070.204
2613688.589,1185845.263
2618793.98,1235232.951
2610448.948,1150173.751
2611874.399,1150872.482
2648378.203,1179020.262
2607423.26,1168242.552
2658931.578,1175568.28
2608166.215,1197068.533
2600691.513,1200931.062
2596579.724,1198561.378
2614563.779,1176166.813
2594576.748,1236529.382
2604814.355,1168080.53
2614264.479,1175768.435
2595464.118,1155256.412
2633847.356,1171682.047
2624120.11,1221118.876
2632624.562,1167771.151
2619557.101,1209091.002
2616353.71,1231653.15
2608910.282,1221943.152
2583089.027,1219912.172
2605199.875,1192182.913
2620481.835,1227052.125
2584635.165,1202022.832
2578928.393,1205550.76
2613167.608,1176045.854
2620602.551,1182817.404
2628379.944,1233127.611
2601585.995,1205333.571
2581894.658,1213136.195
2607995.344,1180537.178
2603670.628,1202218.072
2599060.757,1197594.7
2584449.682,1135130.633
2622446.903,1206753.085
2617015.797,1161232.728
2628184.34,1202588.99
2596078.546,1140168.748
2598072.656,1212371.437
2615997.696,1215717.787
2598865.028,1198126.652
2586017.679,1227135.087
2592437.039,1218932.521
2585286.19,1222422.726
2617064.686,1175937.312
2592592.216,1211977.066
2614472.721,1173975.711
2611193.197,1191721.564
2597873.282,1202144.007
2618835.0,1170454.0
2648568.84,1177909.522
2586997.377,1221912.872
2612814.651,1151537.249
2601367.986,1206766.916
2625523.014,1220077.428
2587917.376,1205785.713
2615884.549,1176821.906
2602957.181,1184444.245
2560998.844,1219368.545
2611647.76,1222401.105
2619903.998,1226790.511
2612679.515,1181244.75
2590739.294,1188993.813
2628256.178,1210567.239
2577777.8,1208100.38
2619542.154,1185982.139
2633360.531,1220011.227
2586854.173,1139610.179
2608371.394,1191350.971
2615824.681,1231012.679
2599910.757,1198591.212
2585006.961,1213032.426
2610596.557,1211807.24
2607804.25,1182300.392
2581689.315,1213511.357
2645018.536,1178467.711
2613424.692,1176759.473
2587605.093,1201429.818
2614324.725,1212068.88
2624191.959,1193550.754
2614562.964,1211417.663
2621448.294,1173616.351
2631158.468,1226025.463
2598829.709,1239116.715
2589693.702,1151461.001
2626437.23,1229249.86
2600385.535,1225014.872
2597744.0,1199340.0
2595798.309,1191646.964
2596238.049,1182021.791
2595708.339,1164638.341
2613418.447,1185192.884
2605134.72,1210614.313
2580362.362,1227582.902
2622808.52,1227219.213
2603587.315,1184625.534
2584120.506,1147521.863
2657045.906,1175307.504
2619135.753,1216241.488
2586954.548,1136939.107
2602654.604,1200333.499
2628252.876,1167926.494
2595114.925,1198664.915
2617608.858,1177301.371
2588938.74,1149266.97
2586895.813,1137343.556
2625336.629,1231099.054
2591541.851,1178281.388
2597554.998,1196837.722
2616755.887,1205076.865
2601371.203,1205322.93
2602444.524,1198457.713
2627242.839,1229343.082
2566404.212,1222591.896
2602989.515,1200413.097
2619265.276,1235097.431
2615843.782,1230650.189
2584967.113,1218250.171
2593601.293,1202667.207
2618444.755,1226306.049
2606162.995,1210205.749
2620661.359,1178370.694
2587560.396,1221596.121
2665363.84,1167517.813
2614429.144,1178557.493
2588775.296,1149373.595
2610838.068,1185337.818
2588462.027,1218398.719
2592500.092,1217056.353
2601602.618,1201335.665
2598630.308,1181937.025
2607093.999,1161835.442
2627614.222,1224548.835
2595561.109,1199796.054
2626616.458,1228349.642
2590424.413,1220943.064
2599890.585,1197357.602
2613794.828,1179293.606
2620074.319,1225984.488
2605481.999,1214946.592
2626753.979,1228779.991
2630398.86,1170438.372
2604367.203,1202336.523
2602482.51,1203267.741
2593031.991,1193853.347
2576996.679,1218324.04
2602781.217,1199403.411
2618236.106,1150073.151
2580460.162,1207880.567
2631137.895,1197210.724
2604148.043,1193549.199
2602903.659,1203013.14
2630475.526,1192914.666
2605421.166,1202582.501
2594438.51,1235546.238
2621491.859,1206603.073
2574942.315,1218015.374
2618496.246,1228026.879
2605200.754,1207559.003
2617905.325,1234731.615
2609002.175,1190848.908
2605255.062,1210801.339
2594873.025,1204225.808
2590129.602,1209470.439
2644541.134,1164470.509
2602462.801,1183977.175
2613423.89,1182287.441
2616632.672,1207548.367
2563929.799,1221051.354
2596266.017,1198492.908
2624333.027,1226311.24
2616151.759,1169883.938
2639180.36,1172518.875
2587173.023,1199512.794
2585659.638,1220379.148
2647326.059,1178023.662
2584580.12,1194384.619
2596774.485,1199879.995
2584890.902,1148140.587
2622310.728,1209790.445
2616940.361,1176271.185
2623504.0,1229299.0
2603200.0,1202850.0
2612232.141,1151953.998
2632704.67,1168205.674
2626388.989,1230333.254
2616860.029,1197390.23
2575081.175,1208999.152
2625144.574,1218174.994
2618788.0,1160580.253
2613804.367,1218431.139
2609390.712,1199522.454
2632533.496,1175086.212
2598695.947,1223664.917
2624644.626,1155584.717
2586151.785,1209526.236
2614310.763,1176452.674
2595004.598,1225599.025
2616922.677,1205051.133
2583467.815,1231266.094
2634483.188,1184729.981
2606409.82,1201196.216
2637808.774,1174228.57
2609853.135,1196534.144
2600726.468,1168192.178
2597090.592,1214698.547
2623066.785,1185464.832
2610864.167,1181536.281
2597430.08,1189268.421
2593881.787,1214639.167
2612597.499,1206330.061
2591947.919,1212936.575
2601703.192,1199562.111
2601471.128,1201537.554
2618935.937,1169474.661
2624014.64,1218396.88
2645933.249,1174183.734
2618040.546,1170705.264
2630869.973,1189812.343
2613445.05,1211619.501
2580148.444,1227646.41
2567181.027,1219699.655
2599860.46,1199433.29
2627335.51,1218512.857
2609812.227,1191506.169
2618234.177,1149655.52
2609118.485,1148130.609
2607113.323,1200896.647
2600999.174,1201130.347
2614951.21,1194944.929
2561289.144,1219479.262
2566444.024,1222429.542
2614095.618,1191767.614
2641319.124,1165548.06
2617135.598,1158366.864
2617803.721,1175797.012
2626119.616,1214077.905
2603042.861,1212373.387
2600603.159,1202367.651
2567053.845,1222643.36
2601148.528,1224905.14
2613577.77,1201299.33
2585211.954,1195371.863
2605441.521,1178034.972
2600289.741,1184357.566
2614554.395,1209091.107
2626509.26,1228416.129
2580076.185,1222648.286
2588405.537,1223556.379
2617244.792,1178061.146
2572522.011,1231793.112
2582259.416,1230234.25
2597830.058,1219603.726
2610537.603,1207923.505
2597035.783,1235890.372
2594725.0,1209928.0
2606422.385,1215348.242
2563886.827,1222334.032
2580619.337,1230665.337
2616966.58,1176335.802
2591425.212,1222458.622
2613354.238,1191962.658
2599573.914,1223807.287
2613484.104,1212558.675
2615291.716,1191787.996
2602548.878,1201517.192
2616513.433,1204840.88
2647370.788,1177397.562
2591914.666,1193595.603
2590589.75,1212765.118
2602903.763,1199639.94
2590989.0,1216303.304
2636392.133,1162285.15
2611364.467,1214555.01
2619150.878,1170494.764
2616631.493,1231541.892
2590331.009,1142392.226
2640627.586,1165366.874
2601292.107,1197674.177
2599922.199,1188026.629
2626624.197,1210030.209
2636067.767,1183880.579
2600601.082,1145528.318
2624462.02,1222353.273
2611255.562,1215295.323
2617498.259,1201310.368
2612169.892,1179316.136
2613281.902,1185641.53
2603319.658,1207218.47
2620800.595,1226048.071
2615057.915,1179326.419
2618900.226,1166999.084
2612229.734,1176502.894
2585056.121,1219067.94
2618074.235,1177500.717
2658865.933,1175610.649
2586023.004,1219139.119
2617067.252,1220822.47
2607831.228,1178015.139
2612820.408,1220340.748
2605739.969,1184705.407
2583056.722,1221158.094
2627045.059,1224111.521
2587608.593,1209388.779
2660902.275,1172944.174
2618522.596,1175047.445
2610878.208,1182262.564
2594081.905,1195112.936
2589011.736,1216865.894
2601031.17,1202729.681
2608163.686,1210711.869
2575408.02,1209028.791
2587995.292,1210274.976
2613623.208,1177346.681
2610842.866,1178090.366
2614242.545,1209756.031
2626131.852,1226449.858
2590728.959,1220414.331
2603159.189,1197456.561
2634622.039,1170670.868
2614694.614,1176076.511
2570441.232,1208492.069
2606166.675,1210192.245
2596582.85,1185803.781
2627554.804,1229337.732
2594772.5,1156359.222
2618563.393,1225584.216
2586751.292,1216391.167
2619899.533,1188927.03
2596174.107,1199142.909
2634818.506,1172547.282
2607636.128,1219646.783
2612459.515,1199618.134
2603317.361,1167892.695
2615113.811,1213772.128
2623005.723,1199547.531
