xtf_id,Address,PostCode,Municipality,Canton,BeginningOfOperation,InitialPower,TotalPower,MainCategory,SubCategory,PlantCategory,_x,_y
216949,Aareweg 15,3037,Herrenschwanden,BE,2022-05-23,20.65,20.65,maincat_2,subcat_2,plantcat_8,2598390,1202313
214894,Moosgasse 15a ,3251,Wengi b. Büren,BE,2022-06-08,18,18,maincat_2,subcat_2,plantcat_8,2597016,1214740
244696,Rue Aimé Charpilloz 16a,2735,Bévilard,BE,2022-11-23,13.2,13.2,maincat_2,subcat_2,plantcat_9,2588426,1231771
258668,Bielstrasse 16,2558,Aegerten,BE,2023-02-24,23.25,23.25,maincat_2,subcat_2,plantcat_8,2588456,1219045
249769,Zeughausstrasse 2A,3714,Frutigen,BE,2022-05-11,60,60,maincat_2,subcat_2,plantcat_8,2615954,1159365
229392,Zulligerstrasse 32,3063,Ittigen,BE,2022-06-30,14.86,14.86,maincat_2,subcat_2,plantcat_9,2603371,1203238
294920,Schiblerstrasse 17,3425,Koppigen,BE,2023-07-26,24.64,24.64,maincat_2,subcat_2,plantcat_8,2612901,1220307
226025,Blumenstrasse 7,3612,Steffisburg,BE,2022-03-22,4.64,4.64,maincat_2,subcat_2,plantcat_9,2614830,1179314
223001,Mülenenstrasse 13,3703,Aeschi bei Spiez,BE,2022-04-11,15.08,15.08,maincat_2,subcat_2,plantcat_9,2619637,1167165
216424,Obere Gwanne 35,3713,Reichenbach im Kandertal,BE,2022-06-15,12.71,12.71,maincat_2,subcat_2,plantcat_8,2620046,1164214
221547,Chumgässli 28,3703,Aeschi bei Spiez,BE,2022-05-04,24.26,24.26,maincat_2,subcat_2,plantcat_8,2619805,1167085
223270,Lüfteli 255,3555,Trubschachen,BE,2022-06-07,10.4,10.4,maincat_2,subcat_2,plantcat_8,2632075,1196379
227828,Furtrain 24,3423,Ersigen,BE,2022-06-14,11.1,11.1,maincat_2,subcat_2,plantcat_8,2611452,1216998
218135,Schlossmatten 4,3150,Schwarzenburg,BE,2022-07-07,10.8,10.8,maincat_2,subcat_2,plantcat_8,2592533,1184774
213916,Heckenrain 4 ,3122,Kehrsatz,BE,2022-05-04,19.5,19.5,maincat_2,subcat_2,plantcat_9,2602514,1196405
245113,Dorfmatte 12,3754,Diemtigen,BE,2022-11-08,21.39,21.39,maincat_2,subcat_2,plantcat_8,2609570,1166245
214912,Alleeweg 21 ,4932,Lotzwil,BE,2022-06-14,13.85,13.85,maincat_2,subcat_2,plantcat_8,2626760,1226234
229337,Bundesrain 6,3005,Bern,BE,2022-07-13,6.75,6.75,maincat_2,subcat_2,plantcat_9,2600286,1199355
256132,Les Amatennes 7,2744,Belprahon,BE,2022-12-29,17.55,17.55,maincat_2,subcat_2,plantcat_8,2597424,1236762
247977,Rue de la Paix 46,2740,Moutier,BE,2022-12-16,6.24,6.24,maincat_2,subcat_2,plantcat_8,2595218,1236330
214104,Schützenhausstrasse 27 ,3076,Worb,BE,2022-06-02,21.84,21.84,maincat_2,subcat_2,plantcat_8,2610461,1197621
218040,Brüchen 273,3096,Oberbalm,BE,2022-07-19,15.6,15.6,maincat_2,subcat_2,plantcat_8,2596509,1190032
212419,Tulpenweg 79 ,3098,Köniz,BE,2022-06-15,9.72,9.72,maincat_2,subcat_2,plantcat_8,2597736,1197012
233556,Grubenfeld 77a,3087,Niedermuhlern,BE,2022-07-29,12.32,12.32,maincat_2,subcat_2,plantcat_8,2603100,1190780
333221,Grubacker 1,3089,Hinterfultigen,BE,2022-08-01,23.4,23.4,maincat_2,subcat_2,plantcat_8,2598980,1187078
215889,Simplongasse 2 ,3714,Frutigen,BE,2022-04-29,21.06,21.06,maincat_2,subcat_2,plantcat_8,2616044,1159461
218394,Haltenstrasse 42,3714,Wengi bei Frutigen,BE,2022-05-06,32.2,32.2,maincat_2,subcat_2,plantcat_9,2616830,1161894
213422,Bürenstrasse 50,2542,Pieterlen,BE,2022-05-16,14.58,14.58,maincat_2,subcat_2,plantcat_8,2593691,1224592
220521,Dammweg 23,3427,Utzenstorf,BE,2022-06-08,14,14,maincat_2,subcat_2,plantcat_8,2607965,1219411
216261,Lindengässli 10,3132,Riggisberg,BE,2022-06-28,12,12,maincat_2,subcat_2,plantcat_8,2602785,1184118
290823,Eystrasse 69,3427,Utzenstorf,BE,2023-07-29,5,5,maincat_2,subcat_2,plantcat_9,2608485,1219071
242812,Sigriswilstrasse 8,3654,Gunten,BE,2023-02-07,11.2,11.2,maincat_2,subcat_2,plantcat_8,2620213,1173577
212980,Moos 72 ,3126,Gelterfingen,BE,2022-06-18,11.7,11.7,maincat_2,subcat_2,plantcat_8,2605575,1187285
221443,Moosbrunnenstrasse 2,3428,Wiler b. Utzenstorf,BE,2022-05-06,4.41,4.41,maincat_2,subcat_2,plantcat_8,2608796,1222818
213745,Aebnit 35,3257,Grossaffoltern,BE,2022-04-15,7.67,7.67,maincat_2,subcat_2,plantcat_8,2593289,1212215
215941,Dorf 15d ,3127,Lohnstorf,BE,2021-12-06,19.24,19.24,maincat_2,subcat_2,plantcat_8,2605440,1184115
232446,Holzikofenweg 8,3007,Bern,BE,2022-06-17,63.48,63.48,maincat_2,subcat_2,plantcat_8,2599593,1198433
219007,Zügwegenfang 1021,3766,Boltigen,BE,2022-06-23,23.46,23.46,maincat_2,subcat_2,plantcat_8,2592361,1160497
215137,Sonnenweg 5 ,3625,Heiligenschwendi,BE,2022-06-16,12.21,12.21,maincat_2,subcat_2,plantcat_8,2618074,1178163
213620,Obere Beichlenstrasse 36 ,3550,Langnau im Emmental,BE,2022-05-06,13.14,13.14,maincat_2,subcat_2,plantcat_8,2627345,1199061
257561,Mönchweg 5b,3250,Lyss,BE,2023-03-30,12,12,maincat_2,subcat_2,plantcat_8,2590647,1213658
220548,Birkenweg 5,3661,Uetendorf,BE,2022-06-10,10.08,10.08,maincat_2,subcat_2,plantcat_8,2611014,1179639
230591,Sensemattstr. 28,3174,Thörishaus,BE,2022-06-17,10.44,10.44,maincat_2,subcat_2,plantcat_8,2593430,1193386
216955,Route de Sonceboz 28,2604,La Heutte,BE,2022-05-20,10.95,10.95,maincat_2,subcat_2,plantcat_8,2583506,1226648
215262,Rue du Crêt-Georges 12a ,2720,Tramelan,BE,2022-06-03,9.6,9.6,maincat_2,subcat_2,plantcat_8,2574684,1230420
217140,Rue de la Paix 39,2720,Tramelan,BE,2022-06-15,9.86,9.86,maincat_2,subcat_2,plantcat_8,2574754,1230521
224831,Gürbeweg 32,3123,Belp,BE,2022-06-20,11.2,11.2,maincat_2,subcat_2,plantcat_8,2604369,1193596
226925,Kaufdorfstrasse 64,3125,Toffen,BE,2022-07-08,26.95,26.95,maincat_2,subcat_2,plantcat_8,2604168,1188765
218076,Chrützacher 4b,3800,Unterseen,BE,2022-07-07,14.58,14.58,maincat_2,subcat_2,plantcat_8,2630774,1170234
220615,Haueten-Gasse 1,3658,Merligen,BE,2022-05-11,7.59,7.59,maincat_2,subcat_2,plantcat_9,2623024,1171905
213547,Seestrasse 87C ,3800,Unterseen,BE,2022-06-22,19.85,19.85,maincat_2,subcat_2,plantcat_8,2630634,1169990
220598,Meisenweg 4,3634,Thierachern,BE,2022-05-13,12.24,12.24,maincat_2,subcat_2,plantcat_8,2611297,1179099
212735,Bürglenweg 16 ,3063,Ittigen,BE,2022-04-22,11.84,11.84,maincat_2,subcat_2,plantcat_8,2603844,1203256
213333,Nussbaumweg 5 ,3377,Walliswil b. Wangen,BE,2022-03-31,36.18,36.18,maincat_2,subcat_2,plantcat_9,2618086,1231068
243006,Thalacker 22,3303,Zuzwil,BE,2022-05-30,12.78,12.78,maincat_2,subcat_2,plantcat_8,2602804,1211420
215479,Burgunderstrasse 71,3018,Bern,BE,2022-06-16,4.98,4.98,maincat_2,subcat_2,plantcat_9,2596898,1198771
217819,Grossmatt 15b,3124,Belpberg,BE,2021-12-07,16.77,16.77,maincat_2,subcat_2,plantcat_8,2607233,1190142
215756,Rain 94 ,3158,Guggisberg,BE,2022-04-29,10.5,10.5,maincat_2,subcat_2,plantcat_8,2589743,1178931
213848,Rigiweg 32 ,2543,Lengnau,BE,2022-04-29,12.58,12.58,maincat_2,subcat_2,plantcat_8,2595164,1225290
229332,Nydeggstrasse 7,3148,Lanzenhäusern,BE,2022-07-08,38.99,38.99,maincat_2,subcat_2,plantcat_8,2594521,1188812
227214,Post 37B,6197,Schangnau,BE,2022-06-16,15.39,15.39,maincat_2,subcat_2,plantcat_8,2632274,1186332
216055,Hasengasse 2 ,4539,Rumisberg,BE,2022-04-26,13.86,13.86,maincat_2,subcat_2,plantcat_9,2615326,1234856
212858,Längenacher 13,3615,Heimenschwand,BE,2022-05-13,32.34,32.34,maincat_2,subcat_2,plantcat_8,2619272,1186073
218835,Alpenblick 19,2543,Lengnau,BE,2022-06-09,16.46,16.46,maincat_2,subcat_2,plantcat_9,2594210,1226077
218098,Falesseweg 20,3126,Kaufdorf,BE,2022-06-08,19.08,19.08,maincat_2,subcat_2,plantcat_8,2604279,1187630
215034,Dorfmatte 505 ,3113,Rubigen,BE,2022-05-18,10.26,10.26,maincat_2,subcat_2,plantcat_8,2607879,1193924
216474,Rue de la Fourchaux 15b,2610,St-Imier,BE,2022-05-05,10.4,10.4,maincat_2,subcat_2,plantcat_8,2565782,1222158
223978,Schafrüti 4,3374,Wangenried,BE,2022-05-16,13.5,13.5,maincat_2,subcat_2,plantcat_8,2616991,1229447
212989,Alpenstrasse 33 ,3626,Hünibach,BE,2022-03-04,29.19,29.19,maincat_2,subcat_2,plantcat_9,2615466,1177150
220065,Altikofenstr 135,3048,Worblaufen,BE,2022-06-07,5.72,5.72,maincat_2,subcat_2,plantcat_9,2601818,1203381
229864,Wabersackerstrasse 82,3097,Liebefeld,BE,2022-09-12,32.8,32.8,maincat_2,subcat_2,plantcat_8,2598634,1197476
231496,"Wabersackerstrasse 76, 78, 80",3097,Liebefeld,BE,2022-09-12,94.3,94.3,maincat_2,subcat_2,plantcat_8,2598706,1197420
223032,Alpenblickstrasse 35,3052,Zollikofen,BE,2021-12-22,12.87,12.87,maincat_2,subcat_2,plantcat_9,2601573,1205568
234700,Bürglenweg 31,3123,Belp,BE,2022-06-03,8.91,8.91,maincat_2,subcat_2,plantcat_8,2605140,1192156
225118,Grünweg 10,2557,Studen,BE,2022-06-16,32.73,32.73,maincat_2,subcat_2,plantcat_9,2589667,1217500
225499,Eichholzstrasse 88,3084,Wabern,BE,2022-06-01,7.85,7.85,maincat_2,subcat_2,plantcat_8,2601544,1197906
220641,Bottigenstrasse 174c,3019,Bern,BE,2022-06-21,32.4,32.4,maincat_2,subcat_2,plantcat_8,2594599,1198501
278301,Schützenweg 27,3600,Thun,BE,2022-06-28,8.71,8.71,maincat_2,subcat_2,plantcat_9,2613541,1177650
262278,Hofmattweg 2,3043,Uettligen,BE,2022-07-06,125.19,125.19,maincat_2,subcat_2,plantcat_9,2596242,1204000
219065,Neufeldstrasse 17a,3604,Thun,BE,2022-06-21,13.26,13.26,maincat_2,subcat_2,plantcat_8,2613155,1176466
213511,Fröschenmoosweg 34 ,3713,Reichenbach im Kandertal,BE,2022-03-22,18.33,18.33,maincat_2,subcat_2,plantcat_9,2619699,1164209
225489,Gschickweg 12,3176,Neuenegg,BE,2022-06-15,20.65,20.65,maincat_2,subcat_2,plantcat_8,2589164,1194062
219475,Hauptstrasse 63,3266,Wiler bei Seedorf,BE,2022-06-17,12.8,12.8,maincat_2,subcat_2,plantcat_8,2591128,1211170
223202,Bodmerstrasse 5,3645,Gwatt (Thun),BE,2022-02-24,14.25,14.25,maincat_2,subcat_2,plantcat_8,2613706,1175417
223901,Kirchbergstrasse 28,3421,Lyssach,BE,2022-06-14,19.89,19.89,maincat_2,subcat_2,plantcat_8,2610864,1213119
223180,Gewerbegasse 13,3036,Detligen,BE,2022-05-18,22.79,22.79,maincat_2,subcat_2,plantcat_8,2587429,1205526
240213,Prés Martin 5,2534,Orvin,BE,2022-10-26,7.8,7.8,maincat_2,subcat_2,plantcat_8,2583404,1223379
223179,Aebnit 66c,3664,Burgistein,BE,2022-04-26,34.41,34.41,maincat_2,subcat_2,plantcat_8,2604922,1183473
216691,Adelbodenstrase 37,3714,Frutigen,BE,2022-06-08,17.41,17.41,maincat_2,subcat_2,plantcat_8,2615211,1159061
235155,Thunstrasse 7,3125,Toffen,BE,2022-07-27,22.15,22.15,maincat_2,subcat_2,plantcat_9,2604018,1189668
248229,Schosshaldenstrasse 18,3006,Bern,BE,2022-10-27,48.49,48.49,maincat_2,subcat_2,plantcat_8,2601878,1199395
229933,Ringstrasse 32,3421,Lyssach,BE,2022-09-29,7.9,7.9,maincat_2,subcat_2,plantcat_8,2610784,1214245
247487,Wangelenrain 1,3400,Burgdorf,BE,2022-11-08,19.2,19.2,maincat_2,subcat_2,plantcat_8,2614165,1213017
253544,Jungfraustrasse 4,3400,Burgdorf,BE,2023-01-26,14.61,14.61,maincat_2,subcat_2,plantcat_9,2613697,1211815
237321,Dorfmatte 904,3113,Rubigen,BE,2022-09-23,11.6,11.6,maincat_2,subcat_2,plantcat_8,2607786,1194037
237242,Dorfmatte 905,3113,Rubigen,BE,2022-09-23,11.6,11.6,maincat_2,subcat_2,plantcat_8,2607783,1194043
237320,Dorfmatte 906,3113,Rubigen,BE,2022-10-24,10.8,10.8,maincat_2,subcat_2,plantcat_8,2607780,1194048
217517,Gsteigweg 5,3423,Ersigen,BE,2022-07-09,7.7,39.55,maincat_2,subcat_2,plantcat_8,2612926,1215762
270235,Höheweg 9,3507,Biglen,BE,2023-05-01,11.2,11.2,maincat_2,subcat_2,plantcat_8,2614733,1196980
235890,Feldheimweg 3,3432,Lützelflüh-Goldbach,BE,2022-11-14,19.2,19.2,maincat_2,subcat_2,plantcat_8,2619047,1205912
253382,Brüggliweg 39,3113,Rubigen,BE,2022-11-23,16.6,16.6,maincat_2,subcat_2,plantcat_8,2607904,1193721
250602,Dahlienweg 4F,3422,Kirchberg,BE,2022-12-21,10.4,10.4,maincat_2,subcat_2,plantcat_8,2611291,1215182
235054,Höheweg 11,3507,Biglen,BE,2022-10-07,9.88,9.88,maincat_2,subcat_2,plantcat_8,2614741,1196953
238533,Neue Kirchmatte 4,3415,Hasle b. Burgdorf,BE,2022-12-08,8.8,8.8,maincat_2,subcat_2,plantcat_8,2615753,1207360
265840,Rötimatte 4,3422,Kirchberg,BE,2023-06-02,26.8,26.8,maincat_2,subcat_2,plantcat_8,2611761,1214942
229066,Gempenstrasse 6,3415,Rüegsauschachen,BE,2022-10-31,11.2,11.2,maincat_2,subcat_2,plantcat_8,2616901,1207607
222520,Riedlisacker 277,3123,Belp,BE,2022-08-24,14.8,14.8,maincat_2,subcat_2,plantcat_8,2605748,1194107
243740,Haldenstrasse 35,3550,Langnau im Emmental,BE,2022-12-21,11.6,11.6,maincat_2,subcat_2,plantcat_8,2626879,1199196
237571,Stegmattweg 11,3315,Kräiligen,BE,2022-12-02,15.2,15.2,maincat_2,subcat_2,plantcat_8,2607019,1221969
230690,Mühlebachweg 12,3452,Grünenmatt,BE,2022-11-02,16.8,16.8,maincat_2,subcat_2,plantcat_8,2621785,1206486
240212,Juraweg 23,3422,Kirchberg,BE,2022-11-23,14.35,14.35,maincat_2,subcat_2,plantcat_8,2610942,1215668
214091,Schulhausweg 21,4913,Bannwil,BE,2020-11-12,21.94,21.94,maincat_2,subcat_2,plantcat_9,2622311,1232048
258684,Werner Abeggstrasse 67,3132,Riggisberg,BE,2023-05-01,38.14,38.14,maincat_2,subcat_2,plantcat_9,2604266,1184929
300289,Hansenstrasse 3,3550,Langnau im Emmental,BE,2022-09-16,12.78,12.78,maincat_2,subcat_2,plantcat_8,2626125,1198926
224884,Dorfstrasse 37,3652,Hilterfingen,BE,2022-07-13,28.88,28.88,maincat_2,subcat_2,plantcat_8,2616806,1176236
213583,Hag 392g ,6084,Hasliberg Wasserwendi,BE,2022-04-29,12,12,maincat_2,subcat_2,plantcat_8,2658890,1177523
296077,Rebenweg 10,2542,Pieterlen,BE,2022-11-18,5.85,5.85,maincat_2,subcat_2,plantcat_10,2591845,1225031
232444,Wiesenweg 25,3652,Hilterfingen,BE,2022-04-29,19.69,19.69,maincat_2,subcat_2,plantcat_9,2617005,1176583
230354,Gurnigelstrasse 15,3132,Riggisberg,BE,2022-07-11,13.5,13.5,maincat_2,subcat_2,plantcat_8,2603002,1184159
301664,Haldenstrasse 46,3550,Langnau im Emmental,BE,2023-01-17,22.14,22.14,maincat_2,subcat_2,plantcat_8,2626982,1199145
236697,Araweg 9,3032,Hinterkappelen,BE,2022-09-30,61.88,93.01,maincat_2,subcat_2,plantcat_8,2595298,1201189
297556,Clos de la Chapelle 31j,2742,Perrefitte,BE,2023-02-28,7.5,7.5,maincat_2,subcat_2,plantcat_8,2592960,1236114
236806,"Talbodenstrasse 17, 19a, 19b",3098,Schliern b. Köniz,BE,2022-09-14,77.52,77.52,maincat_2,subcat_2,plantcat_8,2598237,1195693
224224,Orpundstrasse 2,2504,Biel/Bienne,BE,2022-06-15,6.72,6.72,maincat_2,subcat_2,plantcat_8,2587431,1221711
228633,Aegertenstrasse 1,2557,Studen,BE,2022-07-07,15.6,15.6,maincat_2,subcat_2,plantcat_8,2589207,1218620
241760,Natershusstrasse 1,3176,Neuenegg,BE,2022-11-14,7.12,7.12,maincat_2,subcat_2,plantcat_9,2591111,1193684
230010,Chemin de la Prévôté 5,2504,Biel/Bienne,BE,2022-09-19,10.8,10.8,maincat_2,subcat_2,plantcat_8,2586878,1221954
229350,Flurweg 39,3052,Zollikofen,BE,2022-07-22,21.42,21.42,maincat_2,subcat_2,plantcat_9,2600572,1205469
228588,Chemin de la Prévôté 5a,2504,Biel/Bienne,BE,2022-09-19,10.8,10.8,maincat_2,subcat_2,plantcat_8,2586874,1221959
231950,Schüpfenried 36b,3043,Uettligen,BE,2022-05-19,11.68,11.68,maincat_2,subcat_2,plantcat_8,2595072,1204131
226986,Uttigenstrasse 20,3116,Kirchdorf,BE,2022-03-10,34.32,34.32,maincat_2,subcat_2,plantcat_9,2608915,1185061
221270,Birkenweg 2b,3045,Meikirch,BE,2022-05-19,5.84,5.84,maincat_2,subcat_2,plantcat_8,2595676,1205625
349286,Hegenstrasse 20,3366,Bollodingen,BE,2022-06-08,10.08,10.08,maincat_2,subcat_2,plantcat_9,2620398,1224612
223596,Villettengässli 9a,3074,Muri b. Bern,BE,2022-03-31,15.84,15.84,maincat_2,subcat_2,plantcat_8,2603174,1198085
217888,Buditsch 8,3233,Tschugg,BE,2022-06-17,18,18,maincat_2,subcat_2,plantcat_8,2572770,1208799
218479,Schürmattweg 16c+18c,3126,Kaufdorf,BE,2022-05-02,13.2,13.2,maincat_2,subcat_2,plantcat_9,2604843,1187222
217045,Wagnershus 42A,3453,Heimisbach,BE,2022-06-17,20.59,20.59,maincat_2,subcat_2,plantcat_8,2623882,1206730
214284,Bernstrasse 10c,3324,Hindelbank,BE,2022-04-06,15.98,15.98,maincat_2,subcat_2,plantcat_8,2607516,1209904
228962,Schwarzenburgstrasse 885,3145,Niederscherli,BE,2022-10-25,11.75,11.75,maincat_2,subcat_2,plantcat_8,2595470,1192311
228767,Freiburgstrasse 20,3174,Thörishaus,BE,2022-06-27,9.8,9.8,maincat_2,subcat_2,plantcat_8,2591665,1193618
232850,Gantrischweg 1,3063,Ittigen,BE,2022-06-02,3.04,3.04,maincat_2,subcat_2,plantcat_9,2603913,1203286
221511,Alpenstrasse 23,3415,Rüegsauschachen,BE,2022-05-18,4.67,4.67,maincat_2,subcat_2,plantcat_9,2617144,1207422
230017,Route du Chaumin 14,2606,Corgémont,BE,2022-08-18,12.4,12.4,maincat_2,subcat_2,plantcat_8,2577781,1227284
225674,Aeschenbrunnmattstrasse 55,3047,Bremgarten b. Bern,BE,2022-09-05,28.12,28.12,maincat_2,subcat_2,plantcat_8,2600175,1203869
229403,Bahnhöheweg 50,3018,Bern,BE,2022-09-21,9.07,9.07,maincat_2,subcat_2,plantcat_9,2596961,1198787
229417,Bahnhöheweg 52,3018,Bern,BE,2022-09-21,9.07,9.07,maincat_2,subcat_2,plantcat_9,2596972,1198797
219414,Rue de la Fourchaux 17,2610,St-Imier,BE,2022-04-07,10,10,maincat_2,subcat_2,plantcat_8,2565803,1222167
208387,Industriestrasse 3,4922,Bützberg,BE,2022-11-14,157.95,314.16,maincat_2,subcat_2,plantcat_8,2624019,1229415
224806,Bühlweg 14,3800,Interlaken,BE,2022-06-10,7.29,7.29,maincat_2,subcat_2,plantcat_8,2633059,1170250
215939,Bäreneggweg 5 ,3658,Merligen,BE,2022-03-17,16.88,16.88,maincat_2,subcat_2,plantcat_8,2622550,1172469
217522,Unterer Chaletweg 19,3072,Ostermundigen,BE,2022-04-14,12.76,12.76,maincat_2,subcat_2,plantcat_8,2605031,1200821
225379,Waltersmattstrasse 18,3425,Koppigen,BE,2022-06-24,11.31,11.31,maincat_2,subcat_2,plantcat_8,2612599,1219801
219047,Kreuzweg 104N,3614,Unterlangenegg,BE,2022-06-22,10.94,10.94,maincat_2,subcat_2,plantcat_8,2618733,1182896
215957,Unterdorfstrasse 14 ,3510,Konolfingen,BE,2022-04-07,5.63,5.63,maincat_2,subcat_2,plantcat_8,2614693,1193031
228634,Oberbottigenrain 30,3019,Bern,BE,2022-02-15,5.6,5.6,maincat_2,subcat_2,plantcat_8,2593636,1198466
228636,Oberbottigenrain 32,3019,Bern,BE,2022-02-15,5.6,5.6,maincat_2,subcat_2,plantcat_8,2593643,1198467
229342,Ferenbergstrasse 30,3066,Stettlen,BE,2022-09-20,13.07,13.07,maincat_2,subcat_2,plantcat_9,2606305,1201046
223738,Obere Beichlenstrasse 20,3550,Langnau im Emmental,BE,2022-06-01,7.51,7.51,maincat_2,subcat_2,plantcat_8,2627279,1199082
220032,Grotweg 24,2543,Lengnau,BE,2022-05-02,16.28,16.28,maincat_2,subcat_2,plantcat_8,2595134,1226312
223178,Obere Beichlenstrasse 22,3550,Langnau im Emmental,BE,2022-06-01,9.76,9.76,maincat_2,subcat_2,plantcat_8,2627285,1199080
226231,Obere Beichlenstrasse 34,3550,Langnau im Emmental,BE,2022-05-31,10.51,10.51,maincat_2,subcat_2,plantcat_8,2627329,1199067
223392,Unterer Rainweg 19,3068,Utzigen,BE,2022-05-17,11.1,11.1,maincat_2,subcat_2,plantcat_8,2609444,1200411
232025,Obere Beichlenstrasse 30,3550,Langnau im Emmental,BE,2022-06-02,10.51,10.51,maincat_2,subcat_2,plantcat_8,2627316,1199071
220362,Bantigerweg 22,3303,Jegenstorf,BE,2022-06-24,13.13,13.13,maincat_2,subcat_2,plantcat_8,2605434,1211576
214270,Bühlweidli 113 & 114,3619,Eriz,BE,2022-05-20,19.38,38.24,maincat_2,subcat_2,plantcat_8,2623796,1181945
222571,Rank 152B,4922,Thunstetten,BE,2022-06-20,26.63,26.63,maincat_2,subcat_2,plantcat_8,2623858,1227655
222089,Höhenweg 10,4922,Bützberg,BE,2022-06-22,10.65,10.65,maincat_2,subcat_2,plantcat_8,2622678,1229913
218029,Rainackerweg 14A,3067,Boll,BE,2022-08-22,9.36,9.36,maincat_2,subcat_2,plantcat_8,2607769,1200802
224217,Chemin des Rives 66,2520,La Neuveville,BE,2022-05-17,17.9,17.9,maincat_2,subcat_2,plantcat_9,2574495,1212699
224488,Hinterfeldweg 15,4914,Roggwil,BE,2022-06-24,9.9,9.9,maincat_2,subcat_2,plantcat_8,2628535,1232563
231967,Wyssthanweg 11,3150,Schwarzenburg,BE,2022-11-22,6.16,6.16,maincat_2,subcat_2,plantcat_8,2592650,1184800
220415,Kalchstätten 187,3158,Guggisberg,BE,2022-07-05,12,12,maincat_2,subcat_2,plantcat_8,2590390,1180248
261774,Egliweg 5,2560,Nidau,BE,2022-12-01,11.78,11.78,maincat_2,subcat_2,plantcat_8,2584474,1219277
228985,Höhlen 7,3148,Lanzenhäusern,BE,2022-07-07,57.72,57.72,maincat_2,subcat_2,plantcat_8,2594294,1188230
247880,Oberaeugsten 396,3154,Rüschegg Heubach,BE,2023-02-24,18,18,maincat_2,subcat_2,plantcat_8,2597274,1180331
259188,Walkeweg 3,3612,Steffisburg,BE,2023-05-01,21.95,21.95,maincat_2,subcat_2,plantcat_8,2615098,1181168
221731,Dorfstrasse 2,3273,Kappelen,BE,2022-06-24,18.92,18.92,maincat_2,subcat_2,plantcat_9,2586578,1211701
248463,Bahnhofstrasse 2,3150,Schwarzenburg,BE,2023-03-31,15.54,15.54,maincat_2,subcat_2,plantcat_8,2592591,1185249
221696,Taubenloch 2,3273,Kappelen,BE,2022-06-24,12.16,12.16,maincat_2,subcat_2,plantcat_8,2586905,1213704
214659,Beundenweg 4 ,2503,Biel/Bienne,BE,2022-05-31,20.01,20.01,maincat_2,subcat_2,plantcat_8,2586387,1219836
218916,Alpenstrasse 33,2502,Biel,BE,2022-06-08,7.75,7.75,maincat_2,subcat_2,plantcat_9,2584699,1220815
218056,Kreisbühl 122,3673,Linden,BE,2022-04-14,16,16,maincat_2,subcat_2,plantcat_8,2617630,1188669
222953,Herzogstrasse 4,3400,Burgdorf,BE,2022-04-27,8.2,8.2,maincat_2,subcat_2,plantcat_8,2613560,1212515
227676,Bergstrasse 25,3274,Hermrigen,BE,2022-06-24,18.72,18.72,maincat_2,subcat_2,plantcat_9,2584962,1214810
214802,Rue des Prés 12 ,2710,Tavannes,BE,2022-05-24,14.06,14.06,maincat_2,subcat_2,plantcat_8,2581243,1230287
217279,Mettleneggenstrasse 19,3665,Wattenwil,BE,2022-06-22,21.75,21.75,maincat_2,subcat_2,plantcat_8,2604981,1178151
220696,Bernstrasse 32a,3128,Kirchenthurnen,BE,2022-06-24,14.4,14.4,maincat_2,subcat_2,plantcat_8,2604910,1185653
214811,Champ de la Pierre 7 ,2735,Malleray,BE,2022-03-21,13.32,13.32,maincat_2,subcat_2,plantcat_8,2587096,1232450
214285,Bergweg 10,3705,Faulensee,BE,2022-03-28,8.1,8.1,maincat_2,subcat_2,plantcat_9,2621159,1168536
232016,Meinisbergweg 55,2542,Pieterlen,BE,2022-10-18,10.56,10.56,maincat_2,subcat_2,plantcat_9,2592736,1224182
241953,Buchenweg 2,2552,Orpund,BE,2023-02-03,26.61,26.61,maincat_2,subcat_2,plantcat_9,2589617,1221291
207100,Lagerhausweg 10,3018,Bern,BE,2023-06-15,145.6,145.6,maincat_2,subcat_2,plantcat_8,2596608,1198484
213709,Büschstrasse 9 ,3713,Reichenbach im Kandertal,BE,2022-04-28,9.4,9.4,maincat_2,subcat_2,plantcat_9,2618893,1163436
232284,Pappelweg 13,2560,Nidau,BE,2022-03-15,7.4,7.4,maincat_2,subcat_2,plantcat_8,2584521,1219024
224127,Fraubrunnenstrasse 28,3309,Zauggenried,BE,2022-04-05,29.75,29.75,maincat_2,subcat_2,plantcat_8,2607509,1213811
222224,Winkelriedstrasse 7,3315,Bätterkinden,BE,2022-05-17,22.34,22.34,maincat_2,subcat_2,plantcat_8,2607288,1220179
244195,Seestrasse 343,3658,Merligen,BE,2022-05-17,24.51,24.51,maincat_2,subcat_2,plantcat_9,2623289,1171472
224068,Bernstrasse 32f,3315,Bätterkinden,BE,2022-05-09,28,28,maincat_2,subcat_2,plantcat_8,2607169,1218911
216365,Stationsstr 50+50b+50c+40+42+44 Könizstr 223a-223f,3097,Liebefeld,BE,2022-03-29,175.5,347.28,maincat_2,subcat_2,plantcat_8,2598321,1197701
213604,Landstrasse 35 ,3715,Adelboden,BE,2020-01-29,16.83,16.83,maincat_2,subcat_2,plantcat_8,2609491,1148892
333872,Alte Strasse 58A,3713,Reichenbach im Kandertal,BE,2022-02-19,23.01,23.01,maincat_2,subcat_2,plantcat_8,2619003,1163421
