x,y
2592171,1203823
2592395,1204727
2591008,1202147
2590239,1203342
2590610,1203309
2591021,1203265
2588515,1202543
2599870,1205412
2600055,1205198
2600348,1205217
2600266,1205144
2600406,1205317
2600332,1205323
2600527,1205280
2600693,1205185
2600395,1205107
2600580,1205152
2600907,1205102
2600744,1205290
2600720,1205219
2600806,1205154
2600437,1205566
2600595,1205867
2600536,1205908
2600566,1206022
2600605,1205816
2600911,1205694
2600724,1205652
2600344,1205752
2600692,1205331
2600892,1205436
2600793,1205454
2600604,1205325
2600518,1205451
2600554,1205464
2600590,1205394
2601326,1205566
2601452,1205480
2601134,1205280
2601556,1205486
2601299,1204828
2601306,1204865
2601364,1205013
2600971,1205009
2600975,1205058
2600971,1204987
2601367,1204262
2600744,1204397
2601510,1203827
2601471,1204002
2601074,1205421
2600316,1205299
2601901,1204945
2601927,1204902
2601131,1204124
2601442,1203650
2601496,1203975
2600629,1205875
2601481,1204874
2599672,1205027
2601494,1205504
2600279,1205101
2600292,1205100
2600688,1204481
2600633,1205187
2603467,1202281
2603577,1202300
2603694,1202330
2602808,1202342
2602853,1202374
2602819,1202744
2603139,1203014
2603092,1202874
2602406,1203260
2602546,1203241
2603212,1203038
2603385,1202896
2603635,1202826
2603651,1202822
2603643,1202954
2603567,1202984
2603937,1203238
2603882,1203284
2603763,1203255
2603767,1203287
2603749,1203259
2603683,1203202
2603712,1203200
2603653,1203181
2603595,1202477
2603641,1202587
2603728,1202655
2603202,1203879
2602043,1203172
2602076,1202960
2601779,1203228
2601826,1203120
2601872,1203097
2601951,1203232
2601689,1203351
2601714,1203301
2601731,1203329
2601932,1203339
2601903,1203379
2601855,1203390
2601815,1203384
2601916,1203461
2602596,1202901
2602958,1202556
2601579,1203035
2601978,1203018
2603403,1203087
2603431,1203075
2603784,1202716
2603833,1202741
2603881,1202734
2603866,1202767
2603707,1202782
2603717,1202813
2603370,1203032
2603912,1202683
2603882,1202648
2603818,1202778
2603867,1202704
2602975,1204273
2602000,1202873
2602392,1202945
2603388,1202347
2601761,1203290
2601162,1203476
2603077,1202603
2603857,1203190
2603200,1200827
2603805,1200851
2603570,1200086
2603583,1200067
2603586,1199961
2603553,1199833
2603436,1199683
2603835,1200028
2603853,1200012
2603922,1200047
2603814,1199806
2603781,1199887
2603688,1199732
2604099,1200271
2604104,1200225
2603433,1200862
2603303,1200963
2603672,1200933
2603755,1200849
2603368,1201036
2603905,1201149
2603910,1201043
2604041,1200943
2604371,1201050
2604291,1201410
2604530,1201132
2605021,1201062
2603787,1201640
2603949,1200611
2604901,1200676
2604590,1200384
2604562,1200374
2604529,1200371
2604547,1200519
2604645,1200444
2604674,1200452
2604683,1200436
2604651,1200432
2604654,1200427
2604732,1200470
2604735,1200465
2604599,1200508
2604666,1200583
2604548,1200604
2604088,1200508
2603333,1200629
2603820,1201073
2603473,1199548
2604109,1200996
2603724,1200858
2604935,1201138
2603923,1200643
2603215,1200291
2586887,1221943
2586779,1220982
2584759,1220804
2585972,1222201
2585864,1222129
2585848,1222111
2586414,1222193
2584839,1221091
2585201,1221586
2586146,1222089
2586270,1222157
2585154,1221221
2585578,1221297
2585095,1220522
2585266,1220757
2584849,1220033
2586131,1221751
2586274,1221657
2587051,1221811
2587004,1221796
2585934,1221479
2585944,1221464
2586444,1221524
2587058,1222889
2586795,1222581
2586817,1222593
2586830,1221971
2587480,1222192
2588226,1223203
2586947,1221913
2588323,1223364
2587022,1222662
2587318,1222603
2587571,1222651
2586857,1222143
2586896,1222128
2587075,1222957
2588191,1221779
2587722,1221534
2587884,1221882
2586882,1221432
2587983,1221523
2587938,1222017
2587003,1221180
2587501,1221948
2587521,1221954
2587497,1221548
2587357,1221271
2587958,1221173
2587341,1221236
2586192,1220591
2586256,1219223
2586414,1220389
2586276,1219785
2586647,1219939
2586670,1219952
2586456,1220183
2586572,1220202
2586153,1219513
2585599,1219747
2586772,1220979
2586507,1220548
2585453,1219775
2585731,1219627
2585712,1219853
2585820,1219869
2586696,1219904
2586716,1219915
2585798,1219664
2585951,1219754
2586744,1220190
2583594,1220101
2584571,1220064
2587095,1219971
2588829,1223634
2587032,1222274
2585832,1220867
2587103,1220010
2587097,1222295
2587122,1221563
2584566,1220286
2587144,1222769
2586457,1222267
2586799,1221696
2586864,1221637
2588294,1221671
2584662,1220907
2587717,1222476
2584500,1220448
2587520,1222303
2584965,1219966
2588017,1222288
2589014,1223535
2587281,1222664
2587410,1221740
2585881,1220550
2583209,1220005
2587232,1221983
2587249,1221993
2587266,1222003
2586874,1221959
2588299,1222366
2587155,1222006
2585202,1220942
2588702,1223406
2585366,1222744
2585215,1222695
2585268,1222400
2585329,1222505
2585422,1222650
2585045,1222635
2584983,1222374
2585128,1222479
2585120,1222550
2585174,1222238
2585015,1222137
2584868,1221913
2584948,1222031
2584973,1222006
2584741,1221903
2584746,1221960
2584484,1221813
2583490,1221487
2583360,1221369
2582998,1220930
2582493,1221078
2582335,1220893
2582496,1221172
2582113,1220889
2581991,1220872
2584853,1221839
2585511,1222630
2582002,1220932
2584994,1222594
2585476,1222642
2585086,1222352
2598475,1223639
2598753,1223702
2598920,1223669
2599059,1223778
2599095,1223885
2599383,1223969
2599937,1224345
2599852,1224200
2599599,1223827
2598940,1224269
2599760,1223773
2599541,1223534
2599612,1223861
2592150,1217057
2592071,1217013
2592376,1216916
2592614,1217031
2592731,1217291
2592614,1217258
2592954,1217458
2592364,1217108
2592264,1217016
2592963,1216972
2592520,1217064
2592849,1217002
2594183,1221100
2594566,1220934
2594418,1220765
2594739,1220642
2595277,1220999
2595724,1221309
2595737,1221355
2595723,1221046
2595826,1221280
2595416,1220750
2595312,1220742
2595241,1220735
2595294,1220669
2595613,1220995
2594187,1221174
2595794,1221477
2594830,1221220
2594337,1221137
2595335,1220461
2594729,1221480
2595256,1220532
2595059,1221242
2595491,1221065
2595363,1220472
2594732,1221211
2594748,1221231
2594735,1221244
2595594,1219688
2594338,1221057
2594314,1221029
2595869,1221194
2596042,1221366
2594410,1221471
2595929,1221422
2594678,1217254
2594240,1217314
2594057,1217242
2593584,1216830
2593387,1216451
2594002,1217022
2593977,1217346
2593935,1218167
2593510,1217978
2593468,1218019
2593533,1218050
2593368,1217785
2593841,1217663
2593881,1217871
2594126,1217173
2594096,1217015
2594073,1216988
2593904,1218209
2594417,1217166
2592273,1218739
2592444,1218852
2592991,1218489
2592598,1218512
2592554,1218533
2592475,1218761
2592817,1218730
2592887,1218745
2592953,1218760
2593016,1218751
2592288,1218638
2592076,1218698
2592216,1218799
2592412,1219025
2592903,1218801
2592355,1218426
2592837,1218546
2594463,1224903
2595249,1226331
2594413,1224890
2594013,1225491
2594043,1225495
2594326,1225775
2594193,1226066
2594672,1226051
2594663,1226111
2594824,1226110
2594870,1226019
2595134,1226312
2595171,1226137
2594452,1225831
2594266,1225390
2595229,1225951
2594640,1225352
2594563,1225332
2594950,1225318
2595042,1225346
2595055,1225440
2594551,1224886
2594406,1224830
2594901,1225095
2595230,1225235
2594991,1226235
2594328,1225730
2594252,1225379
2594813,1225651
2594453,1224929
2594805,1225207
2594828,1225727
2595378,1226000
2594398,1224964
2594624,1226117
2594952,1225408
2595237,1225881
2594348,1225517
2594906,1225036
2594827,1225133
2602227,1224761
2601652,1224749
2600897,1224984
2600883,1224923
2600760,1225210
2601292,1225475
2601112,1225022
2601160,1224955
2601865,1225157
2601172,1225388
2600504,1224974
2600954,1225013
2600570,1224943
2600952,1224823
2592758,1223158
2592592,1223185
2592892,1223025
2592777,1223007
2593198,1223185
2593253,1223363
2593386,1223174
2593523,1223446
2593571,1223517
2593325,1223430
2592730,1223213
2592841,1222941
2593584,1223436
2597454,1220233
2597332,1219430
2597752,1218845
2597652,1219625
2597711,1219741
2598056,1219933
2598083,1219931
2597572,1219657
2597376,1220004
2597462,1219482
2597289,1220017
2592438,1224303
2590500,1224413
2591537,1224951
2591621,1224996
2591695,1224956
2591845,1225031
2591702,1224669
2592141,1224839
2592098,1224713
2592004,1224645
2592214,1225142
2592307,1225043
2592495,1224370
2592695,1224453
2592266,1224891
2592420,1225168
2592967,1225081
2592693,1225106
2592562,1224209
2592255,1224577
2591012,1224335
2592725,1224235
2592652,1224254
2592663,1224235
2592705,1224288
2591933,1224886
2590697,1224605
2592527,1225115
2597617,1222744
2597445,1222439
2597249,1222261
2596513,1221421
2597722,1222503
2597469,1222016
2597580,1222686
2597302,1221884
2597316,1221940
2597429,1222425
2595304,1215206
2595333,1215132
2596917,1214916
2597216,1214728
2597976,1214444
2596941,1214799
2595335,1215152
2597333,1214627
2597016,1214740
2608885,1215868
2608826,1215902
2609115,1215699
2609246,1215852
2609044,1216039
2609032,1216272
2608986,1216106
2608927,1216233
2609236,1215724
2608739,1215956
2608832,1216091
2608616,1216108
2609194,1215664
2608635,1216148
2609142,1215860
2609249,1215696
2609155,1215833
2609159,1215830
2609237,1215687
2608766,1216123
2616124,1218060
2615540,1218070
2615583,1218141
2615669,1219227
2615711,1219238
2615561,1219092
2615243,1219367
2615243,1219163
2615539,1219244
2614231,1219477
2614278,1219319
2614622,1219583
2614878,1219062
2615915,1218909
2615009,1218841
2615015,1219115
2615231,1219335
2615251,1219443
2607154,1207858
2606817,1207978
2606808,1207537
2606634,1207365
2606648,1207497
2606344,1207381
2607250,1207797
2606976,1207712
2607202,1207671
2606664,1207746
2613604,1212900
2613695,1212771
2613543,1212932
2613978,1212640
2612995,1212929
2613510,1212584
2613526,1212491
2613749,1212606
2613897,1212465
2613932,1212477
2613881,1212351
2613569,1212325
2614234,1212822
2614199,1212843
2614256,1212782
2613057,1212325
2614243,1212261
2614372,1212246
2614290,1212332
2614412,1211777
2612374,1212339
2612648,1212422
2612538,1212339
2612603,1212287
2613462,1211978
2613921,1211897
2613579,1211751
2613593,1211816
2613476,1211889
2613524,1211532
2613651,1211448
2613829,1211615
2613935,1211660
2613910,1211286
2613976,1211219
2613787,1211228
2613916,1211114
2613890,1211092
2615506,1211056
2612897,1211459
2612941,1211482
2613562,1211084
2613524,1210757
2613641,1210767
2614294,1211402
2614338,1211398
2614217,1211447
2614169,1211371
2614096,1211222
2614330,1211158
2614517,1211193
2614273,1210911
2614065,1210910
2614644,1209915
2614486,1209651
2613235,1212489
2614578,1209773
2613122,1212366
2614281,1210173
2612511,1213161
2614144,1210728
2612850,1212278
2612873,1212209
2613606,1212599
2612749,1212213
2613940,1210604
2613905,1210615
2613863,1210635
2612737,1212360
2613158,1212906
2612973,1212777
2613654,1210668
2613642,1210691
2613140,1211277
2613174,1211295
2613251,1211336
2613276,1211323
2613184,1212870
2613077,1212898
2614759,1209543
2613473,1212081
2614375,1212283
2614386,1210721
2613703,1210971
2613717,1211739
2613946,1212527
2613251,1212111
2614223,1212245
2612623,1212769
2614462,1209636
2613728,1211586
2615318,1210928
2615353,1210903
2615287,1210930
2614518,1211983
2613215,1212889
2613217,1212895
2613147,1211879
2612306,1213180
2612418,1212211
2612363,1212204
2613550,1210730
2613899,1210946
2613673,1211817
2614193,1210802
2612499,1212472
2613006,1213002
2613690,1211687
2612949,1212523
2612283,1213094
2612791,1216607
2612978,1215759
2612904,1215699
2612519,1215574
2612668,1215575
2612230,1215401
2611839,1215548
2611926,1215410
2611863,1215902
2612842,1215433
2612039,1215929
2612099,1215912
2612447,1215787
2612134,1216131
2612080,1215939
2612176,1215963
2611749,1215513
2611919,1215890
2612015,1216098
2612013,1216160
2613494,1218417
2613420,1218420
2612060,1215453
2612116,1216096
2612164,1216068
2613329,1218284
2612122,1215907
2611988,1215479
2612285,1216008
2612753,1215752
2611490,1215415
2612337,1216095
2612342,1216079
2613291,1218485
2611945,1216445
2616060,1207589
2616410,1207335
2616074,1207216
2615991,1207305
2615618,1207067
2615893,1207127
2616199,1207081
2616229,1207139
2616597,1205118
2615944,1206177
2615031,1206155
2614590,1205701
2613991,1205593
2613966,1205327
2613570,1205903
2612321,1203207
2618294,1205629
2618048,1206043
2616265,1207495
2618240,1205776
2615580,1207043
2616047,1207234
2615682,1207080
2616018,1207072
2615909,1207023
2616818,1206805
2615768,1207020
2616003,1207032
2618177,1205695
2618078,1205839
2615845,1207218
2616301,1207081
2616779,1204921
2618203,1205811
2614493,1205790
2615659,1207652
2612464,1203779
2614238,1205469
2617188,1212862
2615714,1211671
2616660,1212038
2616778,1212801
2616732,1212717
2616777,1212586
2617232,1212943
2617444,1214545
2620068,1213410
2617429,1214197
2617474,1214208
2618493,1213052
2618488,1213599
2618434,1213546
2615902,1211795
2615858,1221833
2615921,1221252
2615919,1221592
2615786,1221572
2608201,1210669
2607972,1211162
2608012,1211189
2608030,1210786
2608015,1210949
2608035,1210924
2608032,1210826
2608108,1210676
2608324,1210389
2608504,1210343
2609001,1211596
2607943,1210543
2607803,1210511
2607781,1210469
2607628,1210509
2607767,1209920
2607702,1210179
2607705,1210373
2607818,1210706
2610005,1210926
2607890,1210223
2607561,1210282
2610314,1209852
2607887,1210176
2607568,1210503
2607954,1210650
2608430,1209301
2607903,1210461
2614756,1221448
2614556,1221469
2608475,1214089
2608753,1213620
2608769,1213574
2608411,1213656
2608482,1214054
2608232,1213170
2608256,1213160
2608410,1213542
2610481,1215410
2610673,1215239
2611230,1215229
2611435,1215332
2611354,1215377
2611223,1215147
2611319,1214911
2611445,1215180
2611443,1215034
2611814,1214081
2611273,1214418
2611949,1213842
2611916,1213801
2613916,1212787
2614004,1212965
2614073,1212865
2609812,1215978
2613929,1213145
2613829,1213219
2611036,1215196
2611380,1215065
2613845,1213250
2611637,1214406
2610057,1216222
2611291,1215182
2611412,1215310
2609953,1216418
2614303,1212791
2612001,1214865
2610612,1215377
2612039,1214847
2611982,1214862
2610122,1216149
2611230,1215466
2610599,1215428
2614416,1212948
2611004,1215478
2614232,1212880
2611282,1215158
2611390,1215274
2610037,1216215
2609765,1216029
2609977,1215935
2612356,1220369
2611956,1219924
2611685,1220161
2611672,1220160
2611683,1220082
2612133,1220047
2612142,1220006
2612284,1220090
2612272,1220237
2612389,1220281
2612875,1220446
2612937,1220302
2612971,1220261
2612619,1220095
2612831,1219407
2612911,1219367
2612486,1219767
2612890,1219812
2613013,1219961
2612394,1219779
2612850,1220320
2612867,1220358
2612844,1219391
2612637,1220591
2612644,1220613
2613531,1220205
2612899,1220355
2612899,1220362
2612269,1220078
2612003,1220216
2611986,1220226
2612732,1219946
2612156,1219957
2612349,1220222
2612870,1220262
2612027,1222042
2612890,1220478
2610022,1209802
2609342,1207351
2609572,1206105
2609714,1206279
2609874,1206908
2609866,1206881
2609594,1206400
2609453,1206142
2609467,1206190
2608216,1205925
2607357,1205365
2611390,1206532
2611539,1206593
2609169,1208671
2608498,1209175
2608737,1208954
2608619,1208981
2609019,1209189
2609078,1209119
2609096,1209104
2609434,1208717
2609608,1206385
2609898,1206798
2609883,1206831
2607815,1205378
2608342,1208921
2609049,1209086
2609435,1208855
2609979,1209552
2609401,1206643
2609318,1206601
2609164,1209064
2609144,1209039
2609393,1206693
2609651,1206146
2609823,1206781
2609445,1206731
2608152,1205611
2609194,1206864
2608238,1205491
2608340,1208954
2610819,1213259
2610847,1212839
2610729,1214188
2610841,1214319
2612164,1213179
2610802,1213196
2610817,1213212
2611071,1212638
2610762,1213048
2610429,1212807
2610354,1212805
2610848,1212596
2610813,1212567
2610812,1213267
2610813,1212879
2610822,1212856
2610841,1212873
2609674,1213201
2611556,1213647
2610401,1212873
2611614,1213585
2610889,1212534
2610836,1213069
2610840,1213103
2610777,1213161
2614283,1209768
2614271,1209438
2614712,1209193
2614777,1209140
2614952,1208674
2615070,1208416
2612836,1209603
2611892,1211155
2611735,1211099
2614477,1208839
2614863,1208915
2613992,1209670
2613829,1209720
2613868,1210042
2614436,1209080
2614459,1209095
2614377,1209015
2614406,1208971
2613755,1209737
2611862,1209111
2611776,1210974
2609980,1215087
2609360,1215791
2609844,1215567
2609832,1215639
2609882,1215574
2610512,1215024
2610867,1214745
2610907,1214632
2610746,1214879
2610056,1215452
2610391,1214924
2610708,1214869
2610095,1215412
2609444,1215848
2615421,1216861
2610449,1211765
2611516,1211379
2613200,1221553
2613405,1221494
2617137,1217135
2617180,1217141
2616954,1217461
2617466,1217095
2617452,1217453
2619628,1219986
2620750,1216083
2618942,1215049
2617885,1217264
2617419,1217387
2616811,1217197
2618469,1218983
2617306,1217378
2616902,1217418
2616890,1217476
2577567,1226648
2577696,1226571
2577702,1226622
2577728,1226647
2578159,1227276
2577781,1227284
2577908,1227425
2577642,1227108
2577860,1226959
2577596,1227028
2577322,1226909
2577268,1226932
2577606,1227388
2577505,1227266
2577345,1227148
2577506,1227125
2576853,1226878
2576794,1227288
2576741,1227283
2576706,1227279
2576695,1227251
2576723,1227253
2576673,1227224
2576650,1227221
2577512,1227403
2578129,1227126
2577728,1227232
2577785,1226555
2577280,1227130
2577838,1226594
2576704,1226789
2577798,1227206
2578226,1229410
2571047,1225108
2570887,1225010
2570813,1224927
2570805,1224575
2570847,1224462
2570652,1224577
2570621,1224658
2570538,1224674
2570552,1224652
2570318,1224448
2570599,1224595
2571279,1224875
2575134,1226769
2574956,1226718
2574753,1226740
2574836,1226523
2574629,1226458
2574477,1226333
2574735,1226367
2575534,1224356
2574972,1226867
2575041,1226940
2574653,1226804
2572820,1225564
2572280,1225652
2572052,1225336
2572020,1225337
2572208,1225464
2572074,1225251
2572312,1225193
2571976,1225359
2571965,1225348
2571667,1225169
2572090,1225370
2571974,1225282
2571692,1225399
2571979,1225320
2572127,1225473
2571810,1225119
2572554,1225631
2571554,1225409
2571680,1225436
2572230,1225181
2572238,1225130
2572556,1225695
2571884,1225231
2572744,1225691
2558747,1221136
2559058,1222807
2558639,1221447
2558656,1221439
2561362,1220443
2559580,1223002
2558814,1221161
2558839,1221127
2573674,1228821
2583308,1223531
2583154,1223351
2582986,1223401
2582870,1223312
2582830,1223276
2583348,1223208
2582672,1222937
2582234,1223054
2582740,1223477
2583197,1223511
2583828,1223242
2583227,1223640
2560813,1219564
2561047,1219628
2561424,1219640
2560733,1219284
2560760,1219224
2559989,1218360
2556755,1215998
2558439,1217457
2561147,1219655
2560777,1219546
2592800,1226555
2592689,1226548
2592352,1226579
2592863,1226564
2592336,1226596
2565684,1222005
2566966,1222610
2565901,1222228
2565784,1222230
2566007,1222326
2566134,1222113
2566317,1221905
2566384,1222288
2566961,1222850
2567083,1222838
2567494,1222603
2567205,1222643
2567325,1222678
2567266,1222645
2567505,1219910
2565817,1223173
2566039,1223169
2565748,1222182
2565390,1221716
2565783,1222199
2565526,1221875
2565538,1221914
2566249,1221859
2567222,1222860
2567513,1222799
2565357,1221684
2565789,1221852
2565735,1221788
2565712,1221777
2567040,1219774
2566635,1222354
2565625,1221911
2565650,1222009
2566723,1222745
2580033,1227405
2580074,1227653
2579718,1227660
2580391,1227576
2580145,1227328
2580319,1227406
2580178,1227405
2580565,1227390
2580588,1227422
2580553,1227561
2580583,1227337
2580142,1227299
2579252,1227122
2578990,1227399
2579486,1227066
2579612,1227087
2579529,1227104
2579180,1227329
2579268,1227628
2579135,1227557
2579624,1227530
2579167,1227586
2579296,1227552
2579138,1227621
2579505,1227614
2579413,1227597
2580132,1227642
2563770,1220988
2563774,1221026
2564030,1220903
2563784,1220908
2561760,1224084
2564355,1221250
2564561,1221046
2564458,1221034
2563799,1221044
2564428,1221068
2564509,1221080
2564340,1219525
2562993,1220576
2575382,1230613
2575366,1230569
2575399,1230591
2575245,1230352
2575296,1230390
2574685,1230516
2574975,1230345
2575150,1230254
2574645,1230361
2574998,1230235
2574554,1230462
2574369,1230528
2574051,1230519
2573711,1230195
2573948,1230217
2573891,1230064
2573863,1230039
2573636,1229953
2573668,1229911
2573438,1229801
2573299,1230876
2572644,1230759
2572928,1230209
2574904,1231520
2574953,1230735
2573261,1230712
2573246,1230752
2574189,1230128
2576116,1230373
2575140,1230723
2573041,1230302
2574741,1230470
2574083,1230498
2572954,1230182
2572757,1230127
2573197,1230598
2575328,1230403
2575513,1230423
2574643,1230514
2573882,1230246
2573522,1230169
2573292,1230804
2574866,1230738
2574867,1230804
2573517,1230349
2574088,1230317
2567912,1223254
2567744,1223099
2567721,1223045
2568024,1223036
2568109,1223119
2568015,1222972
2567925,1222926
2567986,1223128
2567941,1223049
2567865,1222939
2567746,1223241
2567975,1223047
2567631,1222818
2567806,1223322
2567779,1222616
2588736,1226554
2588536,1226233
2588440,1226277
2586614,1225661
2589150,1226327
2589375,1226235
2590114,1227916
2589907,1227298
2586278,1224203
2588083,1226104
2589265,1226273
2585219,1226927
2584050,1226737
2583972,1226714
2583928,1226687
2583841,1226713
2583882,1226631
2583560,1226759
2583506,1226648
2583411,1226655
2585476,1227189
2585383,1227108
2585546,1227061
2585502,1227038
2585661,1227012
2585309,1226945
2585668,1226805
2584034,1226705
2585509,1226686
2585765,1226748
2585528,1226729
2585605,1226645
2585619,1227105
2585910,1227154
2577996,1207732
2577637,1207706
2577916,1207858
2577886,1208129
2577608,1207859
2577887,1208219
2573857,1210589
2573821,1210039
2574041,1209979
2574197,1210325
2574232,1210179
2574228,1210199
2574182,1210159
2574182,1210181
2573761,1209165
2574347,1209987
2574383,1210103
2574313,1210360
2574160,1210411
2574099,1210401
2573911,1210066
2573974,1209998
2573977,1209454
2580336,1207843
2580207,1208694
2580420,1208088
2580418,1207844
2580224,1208673
2580140,1208668
2580375,1207901
2580438,1207825
2569549,1207946
2569925,1208322
2569492,1207926
2569863,1208219
2569587,1207988
2570068,1208370
2570350,1208533
2570741,1208822
2570832,1208956
2569892,1208330
2569954,1208264
2570176,1207613
2570578,1207414
2570222,1207589
2570135,1207587
2571807,1207226
2571084,1206308
2570474,1207508
2574632,1205735
2574389,1206609
2574403,1206631
2574688,1205882
2574629,1205905
2574633,1205983
2574836,1206212
2574837,1205555
2574854,1205984
2575046,1205813
2574618,1205608
2574208,1205894
2574123,1205741
2574247,1205841
2574266,1206022
2574359,1205929
2574212,1206079
2574112,1206176
2573671,1206490
2574225,1206531
2574241,1206367
2574271,1206340
2573874,1207590
2574941,1206513
2574922,1206403
2574255,1206281
2574658,1206639
2574514,1206581
2574464,1205706
2574685,1205653
2575093,1206136
2574421,1205673
2574413,1205657
2575006,1206411
2574120,1206308
2574130,1206288
2575920,1204925
2574381,1205689
2574220,1205923
2574328,1206339
2574864,1206507
2574640,1206091
2574345,1205984
2574701,1205828
2575110,1206389
2575179,1206227
2574445,1206588
2574880,1207308
2578038,1210317
2578112,1210483
2577325,1210315
2578039,1210515
2578042,1210476
2578127,1210538
2577865,1205231
2577060,1205033
2577469,1205321
2577541,1205212
2577347,1205136
2577819,1204940
2577961,1204923
2578133,1204890
2577751,1205256
2577253,1204984
2577556,1205125
2577868,1205181
2577706,1204672
2577621,1204505
2578222,1204860
2577574,1205198
2580707,1209173
2580638,1208824
2580715,1208811
2581078,1209303
2578926,1206269
2578709,1206369
2578825,1206417
2579121,1206512
2579136,1206430
2578913,1206508
2579045,1206363
2578956,1206303
2578915,1206254
2579553,1206671
2579049,1206579
2572101,1208227
2572925,1208892
2575654,1209141
2575489,1209176
2575191,1209074
2575159,1209164
2574789,1208734
2574777,1208890
2574984,1209185
2574790,1209664
2574802,1208685
2574869,1208853
2574837,1208967
2574935,1208992
2575099,1209043
2575244,1208886
2575206,1209260
2574989,1208926
2575571,1209632
2607300,1219714
2607118,1219509
2607252,1219439
2607289,1219743
2607040,1219709
2607030,1219685
2607087,1219638
2606955,1219623
2607851,1219812
2607740,1219949
2607881,1220151
2607751,1220119
2607736,1220145
2607589,1220175
2607583,1220215
2607566,1220295
2607292,1220289
2607317,1220262
2607092,1219802
2607403,1220967
2607617,1220976
2607006,1221824
2607097,1221465
2607376,1222101
2607001,1222185
2606993,1222146
2607082,1222261
2607093,1222141
2607137,1222032
2607019,1221969
2607031,1222006
2606986,1221911
2607727,1219911
2607684,1220049
2607684,1220055
2607341,1221100
2607212,1221182
2607397,1221377
2607202,1221201
2607593,1220299
2607256,1219545
2607184,1219661
2607215,1219679
2607095,1222006
2607363,1220126
2607111,1222186
2607044,1221829
2607110,1222192
2607114,1219869
2607400,1220831
2601186,1209464
2601282,1209387
2601300,1209363
2605549,1214421
2604703,1214143
2604758,1214136
2605886,1215887
2605789,1215826
2605691,1216007
2605480,1215995
2605251,1215970
2605548,1216207
2605709,1216211
2605608,1216258
2603087,1214946
2602925,1215315
2602994,1215357
2603097,1215332
2606448,1215409
2606387,1215424
2606384,1215395
2606290,1215311
2606534,1215276
2606597,1215299
2606508,1215416
2606206,1215326
2607040,1214670
2607108,1214844
2606951,1214996
2606482,1214800
2606221,1214715
2604543,1214218
2604630,1214204
2604787,1214225
2604700,1214226
2604681,1214231
2605337,1214258
2605385,1214317
2605306,1214051
2605415,1214390
2605567,1214287
2605753,1214213
2605773,1214201
2605800,1214181
2603934,1217306
2604043,1217617
2604757,1217593
2604728,1217584
2604403,1217366
2606545,1217632
2606257,1215131
2605052,1213538
2603028,1215017
2606338,1214606
2603236,1216818
2604220,1217598
2605421,1215903
2606346,1214825
2605466,1215896
2603115,1214765
2606717,1217521
2607073,1214920
2607040,1214854
2607003,1214920
2607802,1213349
2603039,1216390
2604020,1217641
2605423,1215941
2602875,1214974
2605546,1213614
2606152,1210620
2606160,1210648
2606132,1210628
2606111,1210671
2604991,1210501
2605162,1210517
2604958,1210048
2604532,1210775
2604470,1210689
2604486,1210624
2604774,1210766
2604668,1210925
2604577,1210914
2604549,1210933
2604539,1211106
2604564,1211075
2605182,1210934
2605033,1210940
2605512,1211202
2605497,1211162
2605569,1211200
2605522,1211121
2605541,1211111
2605600,1211123
2605132,1211227
2604827,1211330
2604967,1211232
2604693,1211326
2604862,1211415
2604964,1211481
2605038,1211441
2605159,1211398
2605194,1211419
2605615,1211229
2605680,1211239
2605426,1211366
2605468,1211303
2605163,1211594
2605149,1211666
2605450,1211808
2605503,1211741
2605631,1211769
2605563,1211513
2605416,1210872
2606223,1210254
2606254,1210604
2607389,1211619
2607261,1211741
2606146,1210452
2606500,1210559
2606567,1210609
2606115,1210134
2605014,1210478
2605096,1210595
2605326,1211392
2605310,1211401
2605255,1211333
2605273,1211355
2606433,1210656
2605071,1210500
2604930,1210268
2606473,1210635
2605007,1211199
2605458,1210837
2605465,1210837
2604929,1210759
2605533,1211678
2607332,1211793
2606258,1210156
2604983,1210816
2606184,1210237
2606221,1210303
2604905,1210828
2604762,1211269
2601642,1213255
2601495,1213367
2605298,1209935
2605237,1210490
2604639,1211787
2606171,1210217
2603228,1212843
2602904,1212746
2602330,1212707
2602849,1212479
2602960,1212272
2602831,1212005
2603294,1212847
2603311,1212964
2603206,1212916
2605411,1209033
2605452,1208956
2605732,1208925
2605523,1208514
2603766,1206924
2603334,1206973
2603547,1206761
2603647,1206679
2603345,1206748
2603881,1206712
2603486,1206998
2603570,1206897
2603212,1207262
2601818,1207230
2603348,1207413
2603174,1207385
2603089,1207383
2603612,1206766
2603813,1206854
2603781,1206832
2603789,1206803
2603408,1206666
2603424,1206653
2603501,1206994
2603498,1206850
2602953,1207429
2603724,1206641
2599123,1207512
2601568,1205602
2601418,1206651
2601397,1206737
2601461,1207233
2601355,1207952
2601345,1208004
2601101,1208164
2601035,1208040
2600445,1208329
2600738,1208277
2600662,1208304
2600615,1208328
2600861,1207536
2600807,1207512
2601200,1207227
2601189,1207200
2600447,1207549
2600380,1207521
2600494,1206484
2599908,1207607
2600116,1208042
2600378,1208161
2599953,1208095
2599824,1208166
2599721,1208114
2600255,1208552
2601325,1207879
2599327,1207576
2600707,1207401
2601095,1206818
2599844,1207718
2599671,1208258
2600045,1208167
2600013,1208075
2599744,1208218
2601303,1207415
2600382,1207449
2600382,1207444
2600147,1207599
2599764,1208203
2601210,1207017
2601222,1207051
2600734,1207628
2600499,1207488
